Landsat Scene Identifier,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Full or Partial Scene,Nadir/Off Nadir,Data Category,TIRS SSM Model,Bias Parameter File Name OLI,Bias Parameter File Name TIRS,Calibration Parameter File,RLUT File Name,Roll Angle,Station Identifier,Day/Night,Data Type Level 1,Sensor Identifier,Date Acquired,Start Time,Stop Time,Date L1 Generated,Image Quality,Scene Cloud Cover,Sun Elevation,Sun Azimuth,Geometric RMSE Model X,Geometric RMSE Model Y,Ground Control Points Model,Ground Control Points Version,Browse Exists,Processing Software Version,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Ordering ID,Browse Link
LC81140372015235LGN00, 114, 037, 114, 037,FULL,NADIR,NOMINAL,N/A,LO8BPF20150823014752_20150823022807.01,LT8BPF20150823014358_20150823022916.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/23,2015:235:01:59:23.5512930,2015:235:01:59:55.3212890,2015/08/22,9,16.11,60.30883732,131.45310638,3.823,3.813,98,-1,Y,LPGS_2.5.1,33°10'36.80"N,128°31'07.14"E,34°13'42.85"N,127°44'58.99"E,33°50'23.96"N,129°45'39.78"E,32°06'41.80"N,129°15'54.90"E,32°29'59.82"N,127°17'35.88"E,33.17689,128.51865,34.22857,127.74972,33.83999,129.76105,32.11161,129.26525,32.49995,127.2933,LC81140372015235LGN00,LC81140372015235LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81140372015235LGN00
LC81070362015234LGN00, 107, 036, 107, 036,FULL,NADIR,NOMINAL,N/A,LO8BPF20150822010436_20150822024154.01,LT8BPF20150822010042_20150822023800.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/22,2015:234:01:15:43.5051290,2015:234:01:16:15.2751250,2015/08/22,9,5.38,59.7563068,133.21493419,5.056,6.697,166,-1,Y,LPGS_2.5.1,34°36'39.35"N,139°44'05.78"E,35°39'48.24"N,138°57'17.82"E,35°16'17.11"N,141°00'01.76"E,33°32'40.42"N,140°29'28.21"E,33°56'09.56"N,138°29'15.94"E,34.61093,139.73494,35.6634,138.95495,35.27142,141.00049,33.54456,140.49117,33.93599,138.48776,LC81070362015234LGN00,LC81070362015234LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81070362015234LGN00
LC81070372015234LGN00, 107, 037, 107, 037,FULL,NADIR,NOMINAL,N/A,LO8BPF20150822010436_20150822024154.01,LT8BPF20150822010042_20150822023800.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1GT,OLI_TIRS,2015/08/22,2015:234:01:16:07.3961660,2015:234:01:16:39.1661620,2015/08/22,9,.75,60.5316948,130.90143065,0,0,-1,-1,Y,LPGS_2.5.1,33°10'37.74"N,139°20'05.57"E,34°13'43.64"N,138°33'58.82"E,33°50'25.22"N,140°34'36.91"E,32°06'42.73"N,140°04'51.78"E,32°30'00.32"N,138°06'35.42"E,33.17715,139.33488,34.22879,138.56634,33.84034,140.57692,32.11187,140.08105,32.50009,138.10984,LC81070372015234LGN00,LC81070372015234LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81070372015234LGN00
LC81110362015230LGN00, 111, 036, 111, 036,FULL,NADIR,NOMINAL,N/A,LO8BPF20150818012918_20150818030635.01,LT8BPF20150818012524_20150818020213.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/18,2015:230:01:40:25.0968450,2015:230:01:40:56.8668410,2015/08/18,9,18.27,60.63067463,131.20732335,5.555,4.678,509,-1,Y,LPGS_2.5.1,34°36'39.31"N,133°33'19.04"E,35°39'48.35"N,132°46'28.96"E,35°16'16.46"N,134°49'16.68"E,33°32'40.20"N,134°18'43.24"E,33°56'10.07"N,132°18'27.25"E,34.61092,133.55529,35.66343,132.77471,35.27124,134.8213,33.5445,134.31201,33.93613,132.30757,LC81110362015230LGN00,LC81110362015230LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81110362015230LGN00
LC81110352015230LGN00, 111, 035, 111, 035,FULL,NADIR,NOMINAL,N/A,LO8BPF20150818012918_20150818030635.01,LT8BPF20150818012524_20150818020213.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/18,2015:230:01:40:01.2100430,2015:230:01:40:32.9800400,2015/08/18,9,12.58,59.85263224,133.53724856,5.367,4.115,241,-1,Y,LPGS_2.5.1,36°02'35.84"N,133°57'56.74"E,37°05'48.16"N,133°10'23.27"E,36°42'02.63"N,135°15'24.77"E,34°58'32.45"N,134°43'58.76"E,35°22'14.66"N,132°41'39.62"E,36.04329,133.96576,37.09671,133.17313,36.70073,135.25688,34.97568,134.73299,35.37074,132.69434,LC81110352015230LGN00,LC81110352015230LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81110352015230LGN00
LC81100372015223LGN00, 110, 037, 110, 037,FULL,NADIR,NOMINAL,N/A,LO8BPF20150811012303_20150811030020.01,LT8BPF20150811011909_20150811015559.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/11,2015:223:01:34:34.3052250,2015:223:01:35:06.0752210,2015/08/11,9,6.43,62.69777819,125.0857118,4.46,4.196,317,-1,Y,LPGS_2.5.1,33°10'37.99"N,134°42'17.53"E,34°13'44.26"N,133°56'09.02"E,33°50'24.83"N,135°56'50.96"E,32°06'42.70"N,135°27'05.58"E,32°30'01.30"N,133°28'45.41"E,33.17722,134.70487,34.22896,133.93584,33.84023,135.94749,32.11186,135.45155,32.50036,133.47928,LC81100372015223LGN00,LC81100372015223LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81100372015223LGN00
LC81120382015221LGN00, 112, 038, 112, 038,FULL,NADIR,NOMINAL,N/A,LO8BPF20150809013523_20150809020714.01,LT8BPF20150809013129_20150809020821.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/09,2015:221:01:47:18.5599860,2015:221:01:47:50.3299820,2015/08/08,9,2.72,63.61713151,121.23945289,4.866,4.342,429,-1,Y,LPGS_2.5.1,31°44'31.56"N,131°13'31.91"E,32°47'35.20"N,130°28'02.28"E,32°24'27.43"N,132°26'46.93"E,30°40'40.08"N,131°57'46.26"E,31°03'48.06"N,130°01'13.98"E,31.7421,131.22553,32.79311,130.4673,32.40762,132.44637,30.6778,131.96285,31.06335,130.02055,LC81120382015221LGN00,LC81120382015221LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81120382015221LGN00
LC81120372015221LGN00, 112, 037, 112, 037,FULL,NADIR,NOMINAL,N/A,LO8BPF20150809013523_20150809020714.01,LT8BPF20150809013129_20150809020821.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/09,2015:221:01:46:54.6647130,2015:221:01:47:26.4347090,2015/08/08,9,11.55,63.04944249,124.06572821,5.653,4.575,531,-1,Y,LPGS_2.5.1,33°10'37.88"N,131°36'58.03"E,34°13'44.11"N,130°50'49.20"E,33°50'24.61"N,132°51'31.75"E,32°06'42.73"N,132°21'46.58"E,32°30'01.37"N,130°23'25.80"E,33.17719,131.61612,34.22892,130.847,33.84017,132.85882,32.11187,132.36294,32.50038,130.3905,LC81120372015221LGN00,LC81120372015221LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81120372015221LGN00
LC81120392015221LGN00, 112, 039, 112, 039,FULL,NADIR,NOMINAL,N/A,LO8BPF20150809013523_20150809020714.01,LT8BPF20150809013129_20150809020821.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/09,2015:221:01:47:42.4510230,2015:221:01:48:14.2210190,2015/08/08,9,3.63,64.1204083,118.30838137,5.961,3.991,182,-1,Y,LPGS_2.5.1,30°18'22.57"N,130°50'37.82"E,31°21'23.87"N,130°05'45.10"E,30°58'26.90"N,132°02'39.70"E,29°14'34.26"N,131°34'19.96"E,29°37'32.48"N,129°39'28.87"E,30.30627,130.84384,31.35663,130.09586,30.97414,132.04436,29.24285,131.57221,29.62569,129.65802,LC81120392015221LGN00,LC81120392015221LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81120392015221LGN00
LC81120362015221LGN00, 112, 036, 112, 036,FULL,NADIR,NOMINAL,N/A,LO8BPF20150809013523_20150809020714.01,LT8BPF20150809013129_20150809020821.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/09,2015:221:01:46:30.7779110,2015:221:01:47:02.5479070,2015/08/08,9,14.99,62.42167152,126.78092092,5.614,5.54,493,-1,Y,LPGS_2.5.1,34°36'38.56"N,132°00'58.18"E,35°39'47.70"N,131°14'08.27"E,35°16'15.60"N,133°16'56.10"E,33°32'39.37"N,132°46'22.48"E,33°56'09.46"N,130°46'06.42"E,34.61071,132.01616,35.66325,131.23563,35.271,133.28225,33.54427,132.77291,33.93596,130.76845,LC81120362015221LGN00,LC81120362015221LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81120362015221LGN00
LC81120352015221LGN00, 112, 035, 112, 035,FULL,NADIR,NOMINAL,N/A,LO8BPF20150809013523_20150809020714.01,LT8BPF20150809013129_20150809020821.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/09,2015:221:01:46:06.8868740,2015:221:01:46:38.6568700,2015/08/08,9,15.53,61.7376819,129.38441761,4.56,4.447,150,-1,Y,LPGS_2.5.1,36°02'35.92"N,132°25'36.44"E,37°05'48.26"N,131°38'02.94"E,36°42'02.56"N,133°43'04.62"E,34°58'32.45"N,133°11'38.44"E,35°22'14.88"N,131°09'19.08"E,36.04331,132.42679,37.09674,131.63415,36.70071,133.71795,34.97568,133.19401,35.3708,131.1553,LC81120352015221LGN00,LC81120352015221LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81120352015221LGN00
LC81070352015218LGN00, 107, 035, 107, 035,FULL,NADIR,NOMINAL,N/A,LO8BPF20150806010428_20150806024145.01,LT8BPF20150806010034_20150806023751.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/06,2015:218:01:15:11.1549370,2015:218:01:15:42.9249330,2015/08/06,9,2.6,62.31337283,128.05131096,4.145,4.676,345,-1,Y,LPGS_2.5.1,36°02'35.92"N,140°09'14.18"E,37°05'48.23"N,139°21'42.52"E,36°42'03.13"N,141°26'40.78"E,34°58'32.45"N,140°55'14.48"E,35°22'14.23"N,138°52'58.55"E,36.04331,140.15394,37.09673,139.36181,36.70087,141.44466,34.97568,140.92069,35.37062,138.88293,LC81070352015218LGN00,LC81070352015218LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81070352015218LGN00
LC81070332015218LGN00, 107, 033, 107, 033,FULL,NADIR,NOMINAL,N/A,LO8BPF20150806010428_20150806024145.01,LT8BPF20150806010034_20150806023751.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/06,2015:218:01:14:23.3770990,2015:218:01:14:55.1470950,2015/08/06,9,1.66,60.84733396,133.09708671,4.564,4.082,479,-1,Y,LPGS_2.5.1,38°54'16.49"N,141°00'37.80"E,39°57'36.40"N,140°11'31.92"E,39°33'20.20"N,142°21'26.24"E,37°50'03.26"N,141°47'59.75"E,38°14'13.16"N,139°41'11.15"E,38.90458,141.0105,39.96011,140.1922,39.55561,142.35729,37.83424,141.79993,38.23699,139.68643,LC81070332015218LGN00,LC81070332015218LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81070332015218LGN00
LC81070342015218LGN00, 107, 034, 107, 034,FULL,NADIR,NOMINAL,N/A,LO8BPF20150806010428_20150806024145.01,LT8BPF20150806010034_20150806023751.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/06,2015:218:01:14:47.2681360,2015:218:01:15:19.0381320,2015/08/06,9,3.63,61.60574257,130.63022779,3.159,3.162,392,-1,Y,LPGS_2.5.1,37°28'28.16"N,140°34'33.28"E,38°31'44.08"N,139°46'15.28"E,38°07'43.86"N,141°53'37.75"E,36°24'19.98"N,141°21'13.97"E,36°48'15.44"N,139°16'45.12"E,37.47449,140.57591,38.52891,139.77091,38.12885,141.89382,36.40555,141.35388,36.80429,139.2792,LC81070342015218LGN00,LC81070342015218LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81070342015218LGN00
LC81070322015218LGN00, 107, 032, 107, 032,FULL,NADIR,NOMINAL,N/A,LO8BPF20150806010428_20150806024145.01,LT8BPF20150806010034_20150806023751.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/06,2015:218:01:13:59.4945340,2015:218:01:14:31.2645300,2015/08/06,9,5.93,60.0424665,135.45351116,5.863,4.062,370,-1,Y,LPGS_2.5.1,40°19'57.79"N,141°27'30.96"E,41°23'22.45"N,140°37'32.88"E,40°58'48.22"N,142°50'12.80"E,39°15'38.92"N,142°15'38.09"E,39°40'05.16"N,140°06'16.85"E,40.33272,141.4586,41.38957,140.6258,40.98006,142.83689,39.26081,142.26058,39.6681,140.10468,LC81070322015218LGN00,LC81070322015218LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81070322015218LGN00
LC81070362015218LGN00, 107, 036, 107, 036,FULL,NADIR,NOMINAL,N/A,LO8BPF20150806010428_20150806024145.01,LT8BPF20150806010034_20150806023751.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/06,2015:218:01:15:35.0459740,2015:218:01:16:06.8159710,2015/08/06,9,2.34,62.96634048,125.35832054,5.316,6.939,216,-1,Y,LPGS_2.5.1,34°36'38.38"N,139°44'35.99"E,35°39'47.34"N,138°57'48.28"E,35°16'16.10"N,141°00'31.61"E,33°32'39.34"N,140°29'57.91"E,33°56'08.48"N,138°29'46.25"E,34.61066,139.74333,35.66315,138.96341,35.27114,141.00878,33.54426,140.49942,33.93569,138.49618,LC81070362015218LGN00,LC81070362015218LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81070362015218LGN00
LC81070312015218LGN00, 107, 031, 107, 031,FULL,NADIR,NOMINAL,N/A,LO8BPF20150806010428_20150806024145.01,LT8BPF20150806010034_20150806023751.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/06,2015:218:01:13:35.6077330,2015:218:01:14:07.3777290,2015/08/06,9,14.82,59.1943966,137.70523553,5.833,4.944,154,-1,Y,LPGS_2.5.1,41°45'34.81"N,141°55'18.23"E,42°49'04.62"N,141°04'24.96"E,42°24'10.66"N,143°20'02.58"E,40°41'09.49"N,142°44'13.13"E,41°05'53.56"N,140°32'08.23"E,41.75967,141.92173,42.81795,141.0736,42.40296,143.33405,40.68597,142.73698,41.09821,140.53562,LC81070312015218LGN00,LC81070312015218LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81070312015218LGN00
LC81070372015218LGN00, 107, 037, 107, 037,FULL,NADIR,NOMINAL,N/A,LO8BPF20150806010428_20150806024145.01,LT8BPF20150806010034_20150806023751.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1GT,OLI_TIRS,2015/08/06,2015:218:01:15:58.9370120,2015:218:01:16:30.7070080,2015/08/06,9,1.45,63.56038824,122.55273785,0,0,-1,-1,Y,LPGS_2.5.1,33°10'36.62"N,139°20'35.48"E,34°13'42.67"N,138°34'29.24"E,33°50'24.18"N,140°35'06.68"E,32°06'41.62"N,140°05'21.34"E,32°29'59.24"N,138°07'05.59"E,33.17684,139.34319,34.22852,138.57479,33.84005,140.58519,32.11156,140.08926,32.49979,138.11822,LC81070372015218LGN00,LC81070372015218LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81070372015218LGN00
LC81090372015216LGN00, 109, 037, 109, 037,FULL,NADIR,NOMINAL,N/A,LO8BPF20150804011649_20150804023724.01,LT8BPF20150804011255_20150804015024.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/04,2015:216:01:28:20.5970750,2015:216:01:28:52.3670710,2015/08/04,9,5.51,63.88163582,121.58264032,4.144,3.913,194,-1,Y,LPGS_2.5.1,33°10'37.70"N,136°14'57.52"E,34°13'43.86"N,135°28'50.34"E,33°50'25.04"N,137°29'29.62"E,32°06'42.52"N,136°59'44.41"E,32°30'00.50"N,135°01'26.90"E,33.17714,136.24931,34.22885,135.48065,33.84029,137.49156,32.11181,136.99567,32.50014,135.02414,LC81090372015216LGN00,LC81090372015216LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81090372015216LGN00
LC81090352015216LGN00, 109, 035, 109, 035,FULL,NADIR,NOMINAL,N/A,LO8BPF20150804011649_20150804023724.01,LT8BPF20150804011255_20150804015024.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/04,2015:216:01:27:32.8234720,2015:216:01:28:04.5934690,2015/08/04,9,9.9,62.67689967,127.19590579,4.133,4.897,462,-1,Y,LPGS_2.5.1,36°02'35.05"N,137°03'35.68"E,37°05'47.44"N,136°16'02.71"E,36°42'01.84"N,138°21'03.67"E,34°58'31.58"N,137°49'37.31"E,35°22'13.87"N,135°47'18.71"E,36.04307,137.05991,37.09651,136.26742,36.70051,138.35102,34.97544,137.82703,35.37052,135.78853,LC81090352015216LGN00,LC81090352015216LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81090352015216LGN00
LC81090342015216LGN00, 109, 034, 109, 034,FULL,NADIR,NOMINAL,N/A,LO8BPF20150804011649_20150804023724.01,LT8BPF20150804011255_20150804015024.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/04,2015:216:01:27:08.9281990,2015:216:01:27:40.6981960,2015/08/04,9,.61,61.98745015,129.83280373,3.513,3.459,332,-1,Y,LPGS_2.5.1,37°28'28.99"N,137°28'55.38"E,38°31'44.90"N,136°40'36.41"E,38°07'44.40"N,138°48'00.68"E,36°24'20.74"N,138°15'36.97"E,36°48'16.52"N,136°11'06.40"E,37.47472,137.48205,38.52914,136.67678,38.129,138.80019,36.40576,138.26027,36.80459,136.18511,LC81090342015216LGN00,LC81090342015216LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81090342015216LGN00
LC81090362015216LGN00, 109, 036, 109, 036,FULL,NADIR,NOMINAL,N/A,LO8BPF20150804011649_20150804023724.01,LT8BPF20150804011255_20150804015024.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/04,2015:216:01:27:56.7060380,2015:216:01:28:28.4760340,2015/08/04,9,19.47,63.30948514,124.44601022,5.085,5.387,315,-1,Y,LPGS_2.5.1,34°36'39.42"N,136°38'57.95"E,35°39'48.49"N,135°52'08.58"E,35°16'16.61"N,137°54'55.40"E,33°32'40.20"N,137°24'21.82"E,33°56'10.03"N,135°24'06.73"E,34.61095,136.64943,35.66347,135.86905,35.27128,137.91539,33.5445,137.40606,33.93612,135.40187,LC81090362015216LGN00,LC81090362015216LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81090362015216LGN00
LC81110372015214LGN00, 111, 037, 111, 037,FULL,NADIR,NOMINAL,N/A,LO8BPF20150802012911_20150802030628.01,LT8BPF20150802002503_20150802020246.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/02,2015:214:01:40:42.1767110,2015:214:01:41:13.9467080,2015/08/02,9,6.13,64.19151304,120.63596995,4.514,4.171,354,-1,Y,LPGS_2.5.1,33°10'36.62"N,133°09'20.56"E,34°13'42.85"N,132°23'12.16"E,33°50'23.42"N,134°23'54.10"E,32°06'41.36"N,133°54'08.82"E,32°29'59.93"N,131°55'48.68"E,33.17684,133.15571,34.22857,132.38671,33.83984,134.39836,32.11149,133.90245,32.49998,131.93019,LC81110372015214LGN00,LC81110372015214LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81110372015214LGN00
LC81110352015214LGN00, 111, 035, 111, 035,FULL,NADIR,NOMINAL,N/A,LO8BPF20150802012911_20150802030628.01,LT8BPF20150802002503_20150802020246.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/02,2015:214:01:39:54.3904010,2015:214:01:40:26.1603970,2015/08/02,9,16.54,63.02777645,126.36435199,4.746,4.422,449,-1,Y,LPGS_2.5.1,36°02'36.56"N,133°57'59.72"E,37°05'48.88"N,133°10'26.69"E,36°42'03.20"N,135°15'27.79"E,34°58'33.02"N,134°44'01.36"E,35°22'15.42"N,132°41'42.65"E,36.04349,133.96659,37.09691,133.17408,36.70089,135.25772,34.97584,134.73371,35.37095,132.69518,LC81110352015214LGN00,LC81110352015214LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81110352015214LGN00
LC81110362015214LGN00, 111, 036, 111, 036,FULL,NADIR,NOMINAL,N/A,LO8BPF20150802012911_20150802030628.01,LT8BPF20150802002503_20150802020246.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/02,2015:214:01:40:18.2814380,2015:214:01:40:50.0514340,2015/08/02,9,5.85,63.64084214,123.55651729,5.077,4.562,766,-1,Y,LPGS_2.5.1,34°36'39.06"N,133°33'21.42"E,35°39'48.28"N,132°46'31.76"E,35°16'16.25"N,134°49'19.02"E,33°32'39.91"N,134°18'45.32"E,33°56'09.89"N,132°18'29.84"E,34.61085,133.55595,35.66341,132.77549,35.27118,134.82195,33.54442,134.31259,33.93608,132.30829,LC81110362015214LGN00,LC81110362015214LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81110362015214LGN00
LC81130382015212LGN00, 113, 038, 113, 038,FULL,NADIR,NOMINAL,N/A,LO8BPF20150731003454_20150731045743.01,LT8BPF20150731013738_20150731021443.02,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/07/31,2015:212:01:53:27.5242960,2015:212:01:53:59.2942920,2015/07/31,9,9.69,64.95118336,116.63769445,5.241,4.78,243,-1,Y,LPGS_2.5.1,31°44'32.28"N,129°40'20.03"E,32°47'36.02"N,128°54'50.44"E,32°24'28.08"N,130°53'35.30"E,30°40'40.62"N,130°24'34.34"E,31°03'48.82"N,128°28'01.92"E,31.7423,129.67223,32.79334,128.91401,32.4078,130.89314,30.67795,130.40954,31.06356,128.4672,LC81130382015212LGN00,LC81130382015212LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81130382015212LGN00
LC81130362015212LGN00, 113, 036, 113, 036,FULL,NADIR,NOMINAL,N/A,LO8BPF20150731003454_20150731045743.01,LT8BPF20150731013738_20150731021443.02,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/07/31,2015:212:01:52:39.7422210,2015:212:01:53:11.5122180,2015/07/31,9,6.43,63.96037272,122.69354771,5.935,4.513,310,-1,Y,LPGS_2.5.1,34°36'39.28"N,130°27'46.69"E,35°39'48.46"N,129°40'57.00"E,35°16'16.28"N,131°43'44.51"E,33°32'40.16"N,131°13'10.67"E,33°56'10.28"N,129°12'54.94"E,34.61091,130.46297,35.66346,129.6825,35.27119,131.72903,33.54449,131.21963,33.93619,129.21526,LC81130362015212LGN00,LC81130362015212LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81130362015212LGN00
LC81130372015212LGN00, 113, 037, 113, 037,FULL,NADIR,NOMINAL,N/A,LO8BPF20150731003454_20150731045743.01,LT8BPF20150731013738_20150731021443.02,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/07/31,2015:212:01:53:03.6332590,2015:212:01:53:35.4032550,2015/07/31,9,3.53,64.48995325,119.71812347,5.881,4.354,499,-1,Y,LPGS_2.5.1,33°10'37.74"N,130°03'46.15"E,34°13'44.08"N,129°17'37.50"E,33°50'24.50"N,131°18'19.73"E,32°06'42.48"N,130°48'34.27"E,32°30'01.19"N,128°50'13.88"E,33.17715,130.06282,34.22891,129.29375,33.84014,131.30548,32.1118,130.80952,32.50033,128.83719,LC81130372015212LGN00,LC81130372015212LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81130372015212LGN00
LC81080362015209LGN00, 108, 036, 108, 036,FULL,NADIR,NOMINAL,N/A,LO8BPF20150728011038_20150728014229.01,LT8BPF20150728010644_20150728014414.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/07/28,2015:209:01:21:45.1666430,2015:209:01:22:16.9366390,2015/07/28,9,20.02,64.42335468,121.44026274,5.43,6.185,183,-1,Y,LPGS_2.5.1,34°36'39.02"N,138°11'05.35"E,35°39'48.06"N,137°24'17.21"E,35°16'16.28"N,139°27'02.05"E,33°32'39.80"N,138°56'28.03"E,33°56'09.56"N,136°56'14.89"E,34.61084,138.18482,35.66335,137.40478,35.27119,139.45057,33.54439,138.94112,33.93599,136.93747,LC81080362015209LGN00,LC81080362015209LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81080362015209LGN00
LC81100372015207LGN00, 110, 037, 110, 037,FULL,NADIR,NOMINAL,N/A,LO8BPF20150726012259_20150726032456.01,LT8BPF20150726011905_20150726015634.01,L8CPF20150701_20150930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/07/26,2015:207:01:34:30.3154840,2015:207:01:35:02.0854800,2015/07/26,9,8.3,65.1934459,117.54567562,4.353,4.325,337,-1,Y,LPGS_2.5.1,33°10'37.13"N,134°41'30.08"E,34°13'43.39"N,133°55'21.79"E,33°50'23.89"N,135°56'03.62"E,32°06'41.80"N,135°26'18.17"E,32°30'00.47"N,133°27'58.14"E,33.17698,134.69169,34.22872,133.92272,33.83997,135.93434,32.11161,135.43838,32.50013,133.46615,LC81100372015207LGN00,LC81100372015207LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81100372015207LGN00
