LIBMIN,PMUN13,SURFACE,DENSITE,LAT,LONG
Wolfisberg,181,2.4,74.2,47.2727601,7.6612678
Wolfwil,2040,6.9,296.5,47.2694021,7.795551
Wolhusen,4237,14.3,296.3,47.0586361,8.0731633
Wollerau,7078,6.3,1123.5,47.19717,8.71338
Worb,11370,21.0,538.9,46.9301102,7.5635394
Worben,2259,2.8,806.8,47.098021,7.2903553
Wünnewil-Flamatt,5380,13.2,406.7,46.8746919,7.2757147
Würenlingen,4302,9.4,458.6,47.533865,8.2545695
Würenlos,5972,9.0,662.1,47.4416652,8.363131
Wuppenau,1102,12.1,90.7,47.4957832,9.1074591
Wynau,1559,5.1,306.3,47.2571395,7.8210167
Wynigen,1997,28.2,70.6,47.1061701,7.6678894
Wyssachen,1154,11.8,98.6,47.0787116,7.8284601
Yens,1270,9.6,133.5,46.5196158,6.4179173
Yverdon-les-Bains,28894,13.6,2137.1,46.7784736,6.641183
Yvonand,2911,13.4,217.4,46.7994765,6.7455463
Yvorne,1034,12.2,84.8,46.3315011,6.958395
Zäziwil,1622,5.4,299.3,46.9018575,7.6614969
Zeglingen,468,7.9,59.2,47.4175307,7.9042312
Zeihen,1101,6.9,160.0,47.4758911,8.0836687
Zeiningen,2229,11.4,196.0,47.5432658,7.8721205
Zell(LU),2031,13.9,146.1,47.1365613,7.9276622
Zell(ZH),5638,13.0,434.7,47.4442589,8.7984569
Zeneggen,272,7.5,36.3,46.2733289,7.8667105
Zermatt,5751,242.7,23.7,46.0207133,7.749117
Zernez,1153,203.9,5.7,46.7004826,10.0949116
Zetzwil,1307,5.8,225.3,47.2862147,8.14964
Ziefen,1577,7.8,202.2,47.4314838,7.7055069
Zielebach,335,1.9,174.5,47.1586303,7.5765185
Zihlschlacht-Sitterdorf,2178,12.2,178.5,47.5218784,9.2592559
Zillis-Reischen,425,24.5,17.4,46.6346229,9.4447995
Zizers,3213,11.0,291.8,46.93653,9.56552
Zofingen,11087,11.1,999.7,47.2888449,7.9447619
Zollikofen,10041,5.4,1862.9,46.9982563,7.4513399
Zollikon,12324,7.9,1567.9,47.3412096,8.5772146
Zuchwil,8743,4.7,1888.3,47.203546,7.5579858
Zürich,384786,87.9,4378.5,47.3768866,8.541694
Zufikon,4338,4.8,901.9,47.3455892,8.3577623
Zug,27961,21.7,1293.9,47.1661672,8.5154946
Zullwil,626,3.6,172.0,47.3911661,7.5998324
Zumholz,417,1.9,220.6,46.7539659,7.292338
Zumikon,5167,5.5,944.6,47.3298953,8.623969
Zunzgen,2493,6.9,362.4,47.4517957,7.8077705
Zuoz,1214,65.6,18.5,46.6029209,9.9599933
Zuzgen,846,8.3,100.8,47.5259235,7.9003293
Zuzwil(BE),577,3.5,166.8,47.0512643,7.4715855
Zuzwil(SG),4741,9.0,529.1,47.4750195,9.111498
Zweisimmen,2987,73.2,40.9,46.5540893,7.3720628
Zwieselberg,289,2.4,118.0,46.7084405,7.6172365
Zwingen,2194,4.6,474.9,47.4371566,7.5308866
Zwischbergen,86,86.1,1.0,46.1957797,8.1405466
